workerid,Answer.language,tournamentCondition,player1color,player2color,player3color,sentence,condition,conditionOrder,trialnum,response,rt,trainingCorrect
A2BW4DOVKEFFAO,english,any advances,lavender,royalblue,grey,No player hit all of his shots,all-all-all,all-all-all,27,1,4852,NA
A2BW4DOVKEFFAO,english,any advances,brown,wheat,tan,Player A will be pleased,none-none-all,none-none-all,20,1,4540,NA
A2BW4DOVKEFFAO,english,any advances,wheat,yellow,tan,Player B will be pleased,none-all-all,all-none-all,21,1,4243,NA
A2BW4DOVKEFFAO,english,any advances,royalblue,brown,wheat,Player C will advance,none-all-all,all-all-none,22,1,3510,NA
A2BW4DOVKEFFAO,english,any advances,tan,grey,pink,Every player hit some of his shots,none-none-all,all-none-none,23,1,5881,NA
A2BW4DOVKEFFAO,english,any advances,brown,midnight,lightblue,Player A will advance,none-none-none,none-none-none,28,1,4212,NA
A2BW4DOVKEFFAO,english,any advances,purple,grey,lightorange,Most of the players will advance,half-all-all,all-half-all,1,7,8455,NA
A2BW4DOVKEFFAO,english,any advances,grey,midnight,darkorange,No player hit none of his shots,none-none-all,none-none-all,0,1,7457,NA
A2BW4DOVKEFFAO,english,any advances,darkorange,grey,lightblue,Every player hit none of his shots,none-half-all,none-half-all,3,1,6833,NA
A2BW4DOVKEFFAO,english,any advances,grey,lightorange,purple,Exactly one player hit none of his shots,none-half-half,half-half-none,2,1,6240,NA
A2BW4DOVKEFFAO,english,any advances,lightorange,lavender,darkorange,Player A will be disappointed,half-half-half,half-half-half,5,1,6833,NA
A2BW4DOVKEFFAO,english,any advances,lavender,darkorange,brown,All the players will advance,none-none-half,none-none-half,4,1,4352,NA
A2BW4DOVKEFFAO,english,any advances,tan,lightblue,seafoam,Player A made shots,half-all-all,half-all-all,7,7,6848,NA
A2BW4DOVKEFFAO,english,any advances,darkorange,purple,tan,No player hit some of his shots,none-none-none,none-none-none,6,7,4208,NA
A2BW4DOVKEFFAO,english,any advances,yellow,grey,lavender,Player B will advance,none-all-all,all-none-all,9,1,5226,NA
A2BW4DOVKEFFAO,english,any advances,seafoam,yellow,lightorange,Exactly one player hit all of his shots,half-half-all,half-half-all,8,7,6879,NA
A2BW4DOVKEFFAO,english,any advances,brown,pink,lavender,Two players will advance,half-all-all,all-all-half,11,1,7800,NA
A2BW4DOVKEFFAO,english,any advances,grey,lavender,purple,Three players will advance,half-half-half,half-half-half,10,7,13853,NA
A2BW4DOVKEFFAO,english,any advances,tan,yellow,royalblue,All of the players will advance,half-half-all,half-half-all,13,7,7987,NA
A2BW4DOVKEFFAO,english,any advances,brown,darkorange,tan,Player C will be pleased,all-all-all,all-all-all,12,7,3369,NA
A2BW4DOVKEFFAO,english,any advances,darkorange,royalblue,yellow,At least one player will advance,none-none-half,none-none-half,15,7,4087,NA
A2BW4DOVKEFFAO,english,any advances,lightblue,purple,darkorange,Player C will be disappointed,none-half-all,none-all-half,14,1,7184,NA
A2BW4DOVKEFFAO,english,any advances,tan,pink,brown,Every player hit all of his shots,none-all-all,all-all-none,17,1,6037,NA
A2BW4DOVKEFFAO,english,any advances,yellow,tan,lightorange,Exactly one player hit some of his shots,none-none-half,half-none-none,16,7,4961,NA
A2BW4DOVKEFFAO,english,any advances,darkorange,grey,brown,Player C made shots,all-all-all,all-all-all,19,7,4430,NA
A2BW4DOVKEFFAO,english,any advances,seafoam,royalblue,yellow,None of the players will advance,none-none-half,none-half-none,18,1,5101,NA
A2BW4DOVKEFFAO,english,any advances,lavender,purple,seafoam,Player A was the star player of the round,most-none-all,most-none-all,-1,1,12153,yes
A2BW4DOVKEFFAO,english,any advances,brown,yellow,seafoam,Player C messed up,all-all-none,all-all-none,-3,7,11607,yes
A2BW4DOVKEFFAO,english,any advances,darkorange,pink,seafoam,Player B will advance to the next round,all-few-none,all-few-none,-2,7,21885,no
A1E4K9G6ZKPKX4,English,any advances,lightorange,tan,purple,Player C will advance,none-half-half,half-half-none,24,1,3080,NA
A1E4K9G6ZKPKX4,English,any advances,tan,lavender,pink,Exactly one player hit some of his shots,half-half-all,half-half-all,25,1,5298,NA
A1E4K9G6ZKPKX4,English,any advances,royalblue,purple,yellow,Exactly one player hit none of his shots,half-all-all,half-all-all,26,1,3503,NA
A1E4K9G6ZKPKX4,English,any advances,royalblue,grey,lavender,No player hit none of his shots,none-none-all,all-none-none,27,1,3156,NA
A1E4K9G6ZKPKX4,English,any advances,lightorange,tan,grey,Every player hit none of his shots,none-none-none,none-none-none,20,7,4234,NA
A1E4K9G6ZKPKX4,English,any advances,yellow,lavender,lightblue,Most of the players will advance,half-half-half,half-half-half,21,7,2256,NA
A1E4K9G6ZKPKX4,English,any advances,lavender,seafoam,yellow,Player B will advance,none-half-half,none-half-half,22,7,2372,NA
A1E4K9G6ZKPKX4,English,any advances,lavender,tan,darkorange,Three players will advance,half-half-half,half-half-half,23,6,3277,NA
A1E4K9G6ZKPKX4,English,any advances,wheat,purple,tan,Player B will be disappointed,half-half-all,all-half-half,28,4,4361,NA
A1E4K9G6ZKPKX4,English,any advances,darkorange,pink,yellow,Player C will be disappointed,none-none-none,none-none-none,1,7,14851,NA
A1E4K9G6ZKPKX4,English,any advances,yellow,midnight,darkorange,No player hit all of his shots,none-none-half,none-none-half,0,7,5988,NA
A1E4K9G6ZKPKX4,English,any advances,royalblue,seafoam,brown,Every player hit some of his shots,none-half-half,none-half-half,3,1,4921,NA
A1E4K9G6ZKPKX4,English,any advances,grey,pink,lightorange,All the players will advance,half-half-half,half-half-half,2,7,5531,NA
A1E4K9G6ZKPKX4,English,any advances,brown,yellow,wheat,Player C made shots,half-half-half,half-half-half,5,7,3505,NA
A1E4K9G6ZKPKX4,English,any advances,pink,darkorange,seafoam,All of the players will advance,half-half-all,half-half-all,4,4,9814,NA
A1E4K9G6ZKPKX4,English,any advances,tan,midnight,seafoam,None of the players will advance,none-none-all,none-all-none,7,1,4417,NA
A1E4K9G6ZKPKX4,English,any advances,grey,midnight,lavender,Player B will be pleased,none-half-all,all-none-half,6,1,3640,NA
A1E4K9G6ZKPKX4,English,any advances,darkorange,wheat,grey,Exactly one player hit all of his shots,half-half-half,half-half-half,9,1,3604,NA
A1E4K9G6ZKPKX4,English,any advances,lightblue,wheat,grey,Player A made shots,none-half-half,half-none-half,8,7,3403,NA
A1E4K9G6ZKPKX4,English,any advances,royalblue,lavender,grey,At least one player will advance,half-half-half,half-half-half,11,7,5218,NA
A1E4K9G6ZKPKX4,English,any advances,grey,pink,darkorange,Two players will advance,none-none-half,half-none-none,10,5,5696,NA
A1E4K9G6ZKPKX4,English,any advances,purple,yellow,darkorange,Player B made shots,half-all-all,half-all-all,13,7,5188,NA
A1E4K9G6ZKPKX4,English,any advances,yellow,lightorange,grey,Player A will be disappointed,none-all-all,none-all-all,12,7,2674,NA
A1E4K9G6ZKPKX4,English,any advances,grey,lightblue,tan,One player will advance,none-half-half,half-none-half,15,1,5271,NA
A1E4K9G6ZKPKX4,English,any advances,lightorange,lavender,tan,Player C will be pleased,none-none-none,none-none-none,14,1,3980,NA
A1E4K9G6ZKPKX4,English,any advances,brown,tan,seafoam,Every player hit all of his shots,half-half-half,half-half-half,17,1,2493,NA
A1E4K9G6ZKPKX4,English,any advances,darkorange,purple,midnight,Player A will be pleased,none-half-half,half-half-none,16,7,3338,NA
A1E4K9G6ZKPKX4,English,any advances,wheat,purple,tan,No player hit some of his shots,none-none-all,none-none-all,19,7,8070,NA
A1E4K9G6ZKPKX4,English,any advances,purple,royalblue,wheat,Player A will advance,half-all-all,all-all-half,18,7,2540,NA
A1E4K9G6ZKPKX4,English,any advances,lightorange,brown,midnight,Player A was the star player of the round,most-none-all,most-none-all,-1,1,8482,yes
A1E4K9G6ZKPKX4,English,any advances,royalblue,yellow,grey,Player C messed up,all-all-none,all-all-none,-3,7,11905,yes
A1E4K9G6ZKPKX4,English,any advances,midnight,royalblue,purple,Player B will advance to the next round,all-few-none,all-few-none,-2,6,10179,yes
APE3OE3484UZS,English,all advances,grey,royalblue,brown,Every player hit all of his shots,none-all-all,all-all-none,24,1,4833,NA
APE3OE3484UZS,English,all advances,brown,seafoam,darkorange,Player A will be disappointed,none-none-half,none-half-none,25,7,3700,NA
APE3OE3484UZS,English,all advances,lavender,tan,midnight,Every player hit some of his shots,none-none-half,none-half-none,26,1,3480,NA
APE3OE3484UZS,English,all advances,pink,royalblue,midnight,Player C will be disappointed,none-half-half,none-half-half,27,4,3880,NA
APE3OE3484UZS,English,all advances,midnight,wheat,grey,None of the players will advance,half-half-all,half-half-all,20,1,4688,NA
APE3OE3484UZS,English,all advances,lightorange,yellow,purple,Three players will advance,none-half-half,none-half-half,21,1,3118,NA
APE3OE3484UZS,English,all advances,lavender,yellow,royalblue,Player A will advance,none-none-half,half-none-none,22,7,3730,NA
APE3OE3484UZS,English,all advances,lightorange,darkorange,seafoam,No player hit some of his shots,half-half-half,half-half-half,23,1,4706,NA
APE3OE3484UZS,English,all advances,purple,brown,royalblue,Player A will be pleased,none-all-all,none-all-all,28,1,5138,NA
APE3OE3484UZS,English,all advances,purple,darkorange,lavender,Player B will be pleased,half-all-all,all-half-all,1,2,10631,NA
APE3OE3484UZS,English,all advances,grey,lightblue,yellow,Every player hit none of his shots,half-all-all,all-half-all,0,1,9459,NA
APE3OE3484UZS,English,all advances,seafoam,pink,lavender,Player C will advance,all-all-all,all-all-all,3,7,5552,NA
APE3OE3484UZS,English,all advances,lavender,grey,midnight,Player B will advance,none-none-none,none-none-none,2,1,3324,NA
APE3OE3484UZS,English,all advances,yellow,lightblue,lightorange,No player hit all of his shots,half-all-all,half-all-all,5,1,4312,NA
APE3OE3484UZS,English,all advances,lightorange,midnight,yellow,At least one player will advance,half-all-all,half-all-all,4,7,5336,NA
APE3OE3484UZS,English,all advances,tan,royalblue,purple,All the players will advance,half-half-all,all-half-half,7,7,5635,NA
APE3OE3484UZS,English,all advances,tan,midnight,brown,Player C will be pleased,half-half-all,half-half-all,6,7,3789,NA
APE3OE3484UZS,English,all advances,seafoam,lavender,lightorange,No player hit none of his shots,none-half-all,all-half-none,9,1,5015,NA
APE3OE3484UZS,English,all advances,brown,lightorange,yellow,Exactly one player hit some of his shots,none-none-half,none-half-none,8,7,7014,NA
APE3OE3484UZS,English,all advances,lightblue,lightorange,pink,Most of the players will advance,none-none-none,none-none-none,11,1,3854,NA
APE3OE3484UZS,English,all advances,purple,seafoam,brown,Player A made shots,half-half-all,half-half-all,10,7,3919,NA
APE3OE3484UZS,English,all advances,royalblue,lightorange,seafoam,Player C made shots,none-half-all,all-half-none,13,1,4356,NA
APE3OE3484UZS,English,all advances,pink,yellow,lavender,All of the players will advance,half-half-half,half-half-half,12,7,4515,NA
APE3OE3484UZS,English,all advances,royalblue,grey,lavender,Player B will be disappointed,none-half-half,none-half-half,15,4,3810,NA
APE3OE3484UZS,English,all advances,royalblue,midnight,brown,Exactly one player hit none of his shots,none-none-none,none-none-none,14,1,3707,NA
APE3OE3484UZS,English,all advances,lightblue,purple,yellow,Exactly one player hit all of his shots,all-all-all,all-all-all,17,1,4010,NA
APE3OE3484UZS,English,all advances,wheat,royalblue,yellow,One player will advance,none-none-all,none-all-none,16,7,4754,NA
APE3OE3484UZS,English,all advances,tan,pink,purple,Two players will advance,none-none-all,none-none-all,19,1,3268,NA
APE3OE3484UZS,English,all advances,lightblue,midnight,lavender,Player B made shots,none-all-all,all-all-none,18,7,3554,NA
APE3OE3484UZS,English,all advances,brown,lightorange,midnight,Player A was the star player of the round,most-none-all,most-none-all,-1,1,12746,yes
APE3OE3484UZS,English,all advances,tan,seafoam,purple,Player C messed up,all-all-none,all-all-none,-3,7,12745,yes
APE3OE3484UZS,English,all advances,lavender,purple,brown,Player B will advance to the next round,all-few-none,all-few-none,-2,1,10946,yes
A29XLP9KXPQ87Y,English,any advances,lightorange,darkorange,pink,Every player hit all of his shots,all-all-all,all-all-all,24,7,7316,NA
A29XLP9KXPQ87Y,English,any advances,seafoam,grey,purple,Exactly one player hit none of his shots,none-all-all,all-none-all,25,7,10019,NA
A29XLP9KXPQ87Y,English,any advances,tan,purple,seafoam,Player B made shots,none-all-all,none-all-all,26,7,9835,NA
A29XLP9KXPQ87Y,English,any advances,lavender,wheat,purple,Player B will be disappointed,none-none-none,none-none-none,27,7,4192,NA
A29XLP9KXPQ87Y,English,any advances,purple,darkorange,wheat,All of the players will advance,none-none-none,none-none-none,20,1,6141,NA
A29XLP9KXPQ87Y,English,any advances,purple,lightorange,tan,All the players will advance,none-none-none,none-none-none,21,1,5756,NA
A29XLP9KXPQ87Y,English,any advances,tan,wheat,brown,No player hit all of his shots,none-half-half,none-half-half,22,7,9082,NA
A29XLP9KXPQ87Y,English,any advances,brown,pink,yellow,Player A will advance,half-all-all,all-half-all,23,7,6701,NA
A29XLP9KXPQ87Y,English,any advances,lightblue,purple,yellow,Every player hit some of his shots,half-half-all,half-half-all,28,6,18797,NA
A29XLP9KXPQ87Y,English,any advances,wheat,brown,lightorange,Three players will advance,half-half-all,half-half-all,1,7,5953,NA
A29XLP9KXPQ87Y,English,any advances,darkorange,yellow,lightorange,One player will advance,half-half-half,half-half-half,0,1,6994,NA
A29XLP9KXPQ87Y,English,any advances,wheat,purple,lightblue,Exactly one player hit some of his shots,half-half-all,half-all-half,3,1,15661,NA
A29XLP9KXPQ87Y,English,any advances,lightorange,royalblue,seafoam,Player A will be pleased,none-none-half,half-none-none,2,7,16138,NA
A29XLP9KXPQ87Y,English,any advances,pink,lightorange,tan,Player A made shots,half-half-half,half-half-half,5,7,7339,NA
A29XLP9KXPQ87Y,English,any advances,wheat,lightblue,seafoam,Exactly one player hit all of his shots,half-half-all,all-half-half,4,7,5364,NA
A29XLP9KXPQ87Y,English,any advances,tan,lightorange,yellow,Player A will be disappointed,none-none-all,none-none-all,7,6,24398,NA
A29XLP9KXPQ87Y,English,any advances,lightorange,royalblue,wheat,Most of the players will advance,half-half-all,half-half-all,6,1,8216,NA
A29XLP9KXPQ87Y,English,any advances,yellow,wheat,brown,Player C made shots,none-half-half,half-half-none,9,1,5177,NA
A29XLP9KXPQ87Y,English,any advances,midnight,purple,wheat,No player hit some of his shots,none-half-all,half-none-all,8,1,18424,NA
A29XLP9KXPQ87Y,English,any advances,seafoam,lightblue,darkorange,Player B will be pleased,half-all-all,all-all-half,11,7,9529,NA
A29XLP9KXPQ87Y,English,any advances,tan,lavender,wheat,None of the players will advance,none-all-all,none-all-all,10,1,54325,NA
A29XLP9KXPQ87Y,English,any advances,lightorange,wheat,yellow,Player C will be pleased,none-none-half,half-none-none,13,1,8512,NA
A29XLP9KXPQ87Y,English,any advances,royalblue,yellow,wheat,Every player hit none of his shots,none-none-all,all-none-none,12,1,35999,NA
A29XLP9KXPQ87Y,English,any advances,brown,lightblue,royalblue,At least one player will advance,half-half-half,half-half-half,15,7,10749,NA
A29XLP9KXPQ87Y,English,any advances,wheat,lightblue,grey,No player hit none of his shots,none-all-all,all-none-all,14,1,59605,NA
A29XLP9KXPQ87Y,English,any advances,royalblue,brown,grey,Two players will advance,all-all-all,all-all-all,17,1,7823,NA
A29XLP9KXPQ87Y,English,any advances,wheat,seafoam,tan,Player B will advance,half-half-half,half-half-half,16,7,6296,NA
A29XLP9KXPQ87Y,English,any advances,midnight,darkorange,lightblue,Player C will advance,none-all-all,none-all-all,19,7,5456,NA
A29XLP9KXPQ87Y,English,any advances,lightblue,yellow,wheat,Player C will be disappointed,none-half-half,half-half-none,18,7,6182,NA
A29XLP9KXPQ87Y,English,any advances,lightorange,lavender,brown,Player A was the star player of the round,most-none-all,most-none-all,-1,1,11725,yes
A29XLP9KXPQ87Y,English,any advances,wheat,tan,seafoam,Player C messed up,all-all-none,all-all-none,-3,7,36977,no
A29XLP9KXPQ87Y,English,any advances,brown,royalblue,seafoam,Player B will advance to the next round,all-few-none,all-few-none,-2,7,12209,yes
A3EJ44J2ZNRMDA,English,any advances,purple,yellow,seafoam,Most of the players will advance,none-half-all,all-none-half,24,7,7063,NA
A3EJ44J2ZNRMDA,English,any advances,grey,lavender,wheat,Player C will advance,none-none-half,none-half-none,25,1,2786,NA
A3EJ44J2ZNRMDA,English,any advances,seafoam,royalblue,darkorange,Player B will be disappointed,all-all-all,all-all-all,26,1,3406,NA
A3EJ44J2ZNRMDA,English,any advances,royalblue,grey,darkorange,No player hit none of his shots,none-half-all,all-none-half,27,1,4932,NA
A3EJ44J2ZNRMDA,English,any advances,seafoam,midnight,darkorange,Every player hit none of his shots,half-half-all,half-all-half,20,1,4690,NA
A3EJ44J2ZNRMDA,English,any advances,lightblue,seafoam,lightorange,All of the players will advance,none-half-half,none-half-half,21,1,3128,NA
A3EJ44J2ZNRMDA,English,any advances,midnight,lightorange,purple,Player C will be pleased,half-all-all,all-all-half,22,3,5458,NA
A3EJ44J2ZNRMDA,English,any advances,yellow,pink,seafoam,No player hit all of his shots,half-half-all,half-all-half,23,1,5207,NA
A3EJ44J2ZNRMDA,English,any advances,royalblue,brown,darkorange,Exactly one player hit none of his shots,none-half-half,none-half-half,28,7,3998,NA
A3EJ44J2ZNRMDA,English,any advances,lightorange,royalblue,yellow,Every player hit all of his shots,none-half-half,none-half-half,1,1,5277,NA
A3EJ44J2ZNRMDA,English,any advances,seafoam,pink,lightblue,All the players will advance,none-all-all,all-all-none,0,1,4936,NA
A3EJ44J2ZNRMDA,English,any advances,lightorange,lightblue,royalblue,Two players will advance,half-all-all,all-all-half,3,5,3596,NA
A3EJ44J2ZNRMDA,English,any advances,wheat,yellow,lightblue,At least one player will advance,none-none-half,half-none-none,2,7,4645,NA
A3EJ44J2ZNRMDA,English,any advances,purple,yellow,royalblue,None of the players will advance,half-half-half,half-half-half,5,1,3698,NA
A3EJ44J2ZNRMDA,English,any advances,seafoam,midnight,royalblue,Player A made shots,half-half-all,half-half-all,4,6,7225,NA
A3EJ44J2ZNRMDA,English,any advances,tan,lightblue,lavender,Every player hit some of his shots,all-all-all,all-all-all,7,5,4702,NA
A3EJ44J2ZNRMDA,English,any advances,yellow,lavender,seafoam,Player C made shots,none-half-all,none-half-all,6,7,4428,NA
A3EJ44J2ZNRMDA,English,any advances,seafoam,grey,lightblue,Three players will advance,none-none-none,none-none-none,9,1,4367,NA
A3EJ44J2ZNRMDA,English,any advances,pink,royalblue,seafoam,Player A will be pleased,none-half-all,none-half-all,8,1,3468,NA
A3EJ44J2ZNRMDA,English,any advances,seafoam,brown,purple,Player B will be pleased,none-none-none,none-none-none,11,1,3446,NA
A3EJ44J2ZNRMDA,English,any advances,yellow,grey,royalblue,Player B made shots,none-half-all,none-all-half,10,7,4731,NA
A3EJ44J2ZNRMDA,English,any advances,tan,darkorange,midnight,One player will advance,none-half-all,half-all-none,13,1,5940,NA
A3EJ44J2ZNRMDA,English,any advances,purple,lightorange,lavender,No player hit some of his shots,none-half-all,all-half-none,12,1,10925,NA
A3EJ44J2ZNRMDA,English,any advances,lightblue,grey,tan,Player A will be disappointed,none-half-half,half-none-half,15,1,4689,NA
A3EJ44J2ZNRMDA,English,any advances,midnight,brown,lightorange,Player C will be disappointed,none-half-half,half-half-none,14,7,3078,NA
A3EJ44J2ZNRMDA,English,any advances,lightorange,purple,midnight,Player A will advance,none-none-none,none-none-none,17,1,3516,NA
A3EJ44J2ZNRMDA,English,any advances,lightblue,grey,seafoam,Exactly one player hit all of his shots,none-none-half,none-none-half,16,1,4410,NA
A3EJ44J2ZNRMDA,English,any advances,tan,wheat,pink,Player B will advance,none-none-half,none-none-half,19,1,3039,NA
A3EJ44J2ZNRMDA,English,any advances,royalblue,yellow,darkorange,Exactly one player hit some of his shots,half-half-all,half-half-all,18,3,6493,NA
A3EJ44J2ZNRMDA,English,any advances,grey,brown,royalblue,Player A was the star player of the round,most-none-all,most-none-all,-1,1,12294,yes
A3EJ44J2ZNRMDA,English,any advances,darkorange,seafoam,midnight,Player C messed up,all-all-none,all-all-none,-3,7,15789,yes
A3EJ44J2ZNRMDA,English,any advances,brown,midnight,royalblue,Player B will advance to the next round,all-few-none,all-few-none,-2,7,28948,no
A12MPTF7WBVAFZ,english,all advances,purple,brown,darkorange,Player C will advance,none-half-all,none-all-half,24,1,3144,NA
A12MPTF7WBVAFZ,english,all advances,lightblue,lightorange,yellow,One player will advance,none-half-half,none-half-half,25,1,2430,NA
A12MPTF7WBVAFZ,english,all advances,wheat,lavender,yellow,Player C made shots,none-none-all,none-none-all,26,6,5639,NA
A12MPTF7WBVAFZ,english,all advances,purple,lightblue,grey,Every player hit some of his shots,half-half-half,half-half-half,27,7,3607,NA
A12MPTF7WBVAFZ,english,all advances,midnight,lavender,seafoam,Player A will be pleased,half-half-all,half-half-all,20,3,2806,NA
A12MPTF7WBVAFZ,english,all advances,darkorange,grey,midnight,Player B will be pleased,none-none-half,none-half-none,21,3,2743,NA
A12MPTF7WBVAFZ,english,all advances,midnight,wheat,lightorange,No player hit none of his shots,half-half-all,half-all-half,22,2,6351,NA
A12MPTF7WBVAFZ,english,all advances,royalblue,lightorange,darkorange,Exactly one player hit all of his shots,half-half-all,all-half-half,23,7,4550,NA
A12MPTF7WBVAFZ,english,all advances,wheat,purple,brown,Player A will be disappointed,none-none-all,none-all-none,28,7,3751,NA
A12MPTF7WBVAFZ,english,all advances,seafoam,lightblue,royalblue,Player C will be disappointed,half-half-all,all-half-half,1,6,8215,NA
A12MPTF7WBVAFZ,english,all advances,brown,lavender,lightorange,All of the players will advance,none-half-all,none-half-all,0,1,13196,NA
A12MPTF7WBVAFZ,english,all advances,grey,yellow,pink,Player A will advance,none-none-none,none-none-none,3,1,3847,NA
A12MPTF7WBVAFZ,english,all advances,tan,midnight,wheat,All the players will advance,none-none-all,none-all-none,2,1,3989,NA
A12MPTF7WBVAFZ,english,all advances,seafoam,lavender,wheat,Player C will be pleased,none-half-all,none-all-half,5,2,11735,NA
A12MPTF7WBVAFZ,english,all advances,lightorange,midnight,grey,Most of the players will advance,none-all-all,all-none-all,4,7,6855,NA
A12MPTF7WBVAFZ,english,all advances,grey,lightblue,pink,Three players will advance,none-all-all,none-all-all,7,1,6254,NA
A12MPTF7WBVAFZ,english,all advances,pink,brown,lightblue,Two players will advance,none-none-none,none-none-none,6,1,3263,NA
A12MPTF7WBVAFZ,english,all advances,seafoam,pink,wheat,Player B made shots,none-half-all,half-all-none,9,7,8710,NA
A12MPTF7WBVAFZ,english,all advances,purple,lavender,tan,Player A made shots,half-all-all,all-all-half,8,7,6423,NA
A12MPTF7WBVAFZ,english,all advances,lavender,tan,midnight,At least one player will advance,none-half-half,none-half-half,11,1,4310,NA
A12MPTF7WBVAFZ,english,all advances,lightblue,grey,seafoam,Every player hit none of his shots,half-half-half,half-half-half,10,1,12664,NA
A12MPTF7WBVAFZ,english,all advances,pink,wheat,yellow,Every player hit all of his shots,none-none-all,none-none-all,13,1,3544,NA
A12MPTF7WBVAFZ,english,all advances,purple,midnight,lightorange,Exactly one player hit none of his shots,none-all-all,none-all-all,12,7,4454,NA
A12MPTF7WBVAFZ,english,all advances,lightblue,yellow,grey,No player hit all of his shots,none-none-none,none-none-none,15,5,9110,NA
A12MPTF7WBVAFZ,english,all advances,midnight,purple,brown,Player B will be disappointed,half-half-all,half-half-all,14,6,5647,NA
A12MPTF7WBVAFZ,english,all advances,lavender,seafoam,lightblue,None of the players will advance,none-half-half,none-half-half,17,7,4520,NA
A12MPTF7WBVAFZ,english,all advances,lavender,royalblue,grey,No player hit some of his shots,none-none-all,none-all-none,16,1,7992,NA
A12MPTF7WBVAFZ,english,all advances,midnight,purple,tan,Player B will advance,none-all-all,all-all-none,19,6,4598,NA
A12MPTF7WBVAFZ,english,all advances,lavender,brown,grey,Exactly one player hit some of his shots,none-none-all,all-none-none,18,5,7727,NA
A12MPTF7WBVAFZ,english,all advances,seafoam,purple,lightorange,Player A was the star player of the round,most-none-all,most-none-all,-1,1,13733,yes
A12MPTF7WBVAFZ,english,all advances,purple,wheat,yellow,Player C messed up,all-all-none,all-all-none,-3,7,15715,yes
A12MPTF7WBVAFZ,english,all advances,seafoam,wheat,tan,Player B will advance to the next round,all-few-none,all-few-none,-2,1,16503,yes
A27U7J2U213NEV,English,all advances,midnight,purple,darkorange,Exactly one player hit none of his shots,half-half-half,half-half-half,24,1,4227,NA
A27U7J2U213NEV,English,all advances,lightorange,royalblue,yellow,All the players will advance,none-none-all,all-none-none,25,1,2590,NA
A27U7J2U213NEV,English,all advances,brown,midnight,lightorange,At least one player will advance,none-half-all,half-none-all,26,7,5209,NA
A27U7J2U213NEV,English,all advances,purple,tan,seafoam,No player hit none of his shots,none-none-none,none-none-none,27,5,5935,NA
A27U7J2U213NEV,English,all advances,wheat,lightorange,midnight,Player B made shots,none-none-all,all-none-none,20,1,5070,NA
A27U7J2U213NEV,English,all advances,lavender,purple,wheat,Every player hit all of his shots,none-half-all,all-half-none,21,1,5877,NA
A27U7J2U213NEV,English,all advances,brown,royalblue,grey,Every player hit none of his shots,none-half-half,half-half-none,22,1,5151,NA
A27U7J2U213NEV,English,all advances,lightblue,wheat,brown,No player hit all of his shots,half-half-half,half-half-half,23,7,20189,NA
A27U7J2U213NEV,English,all advances,wheat,lavender,lightblue,Player B will be pleased,half-half-half,half-half-half,28,2,3864,NA
A27U7J2U213NEV,English,all advances,darkorange,tan,midnight,Player C will be disappointed,half-half-all,all-half-half,1,2,8715,NA
A27U7J2U213NEV,English,all advances,seafoam,midnight,lightblue,Player A will advance,all-all-all,all-all-all,0,7,7222,NA
A27U7J2U213NEV,English,all advances,yellow,royalblue,darkorange,Player B will be disappointed,half-half-all,half-all-half,3,1,3689,NA
A27U7J2U213NEV,English,all advances,wheat,lavender,midnight,One player will advance,all-all-all,all-all-all,2,1,3283,NA
A27U7J2U213NEV,English,all advances,tan,darkorange,royalblue,Player C will be pleased,all-all-all,all-all-all,5,6,4020,NA
A27U7J2U213NEV,English,all advances,midnight,wheat,purple,All of the players will advance,none-half-all,half-all-none,4,1,2590,NA
A27U7J2U213NEV,English,all advances,purple,wheat,darkorange,Player C made shots,none-half-half,half-none-half,7,7,10556,NA
A27U7J2U213NEV,English,all advances,grey,royalblue,midnight,No player hit some of his shots,none-half-half,none-half-half,6,1,5485,NA
A27U7J2U213NEV,English,all advances,lightorange,brown,yellow,None of the players will advance,none-half-half,half-half-none,9,7,4639,NA
A27U7J2U213NEV,English,all advances,purple,midnight,royalblue,Exactly one player hit all of his shots,half-half-all,half-all-half,8,7,3820,NA
A27U7J2U213NEV,English,all advances,lightorange,yellow,tan,Player A will be pleased,none-half-half,half-none-half,11,2,2885,NA
A27U7J2U213NEV,English,all advances,grey,brown,tan,Every player hit some of his shots,none-half-half,half-half-none,10,1,5637,NA
A27U7J2U213NEV,English,all advances,grey,darkorange,pink,Exactly one player hit some of his shots,none-half-half,half-none-half,13,1,8774,NA
A27U7J2U213NEV,English,all advances,midnight,lavender,brown,Player A will be disappointed,none-none-half,half-none-none,12,5,4358,NA
A27U7J2U213NEV,English,all advances,lightblue,lightorange,grey,Player B will advance,none-none-none,none-none-none,15,1,3382,NA
A27U7J2U213NEV,English,all advances,yellow,lavender,lightblue,Two players will advance,none-none-all,all-none-none,14,1,17761,NA
A27U7J2U213NEV,English,all advances,wheat,darkorange,lightblue,Player A made shots,all-all-all,all-all-all,17,7,3058,NA
A27U7J2U213NEV,English,all advances,lavender,wheat,royalblue,Most of the players will advance,all-all-all,all-all-all,16,6,3368,NA
A27U7J2U213NEV,English,all advances,seafoam,lavender,purple,Three players will advance,none-all-all,all-all-none,19,1,5163,NA
A27U7J2U213NEV,English,all advances,midnight,pink,seafoam,Player C will advance,half-half-half,half-half-half,18,1,4116,NA
A27U7J2U213NEV,English,all advances,midnight,purple,tan,Player A was the star player of the round,most-none-all,most-none-all,-1,1,6531,yes
